customer_id,transaction_id,purchase_date,revenue,true_segment,year_month,dow,Segment,RFM_Score,CLV_1yr
C00005,T0000031,23-10-2024,281.42,Champion,2024-10,Wednesday,Loyalists,14,4142.6634
C00005,T0000032,14-12-2024,431.47,Champion,2024-12,Saturday,Loyalists,14,4142.6634
C00005,T0000033,26-11-2024,328.85,Champion,2024-11,Tuesday,Loyalists,14,4142.6634
C00005,T0000034,30-10-2024,465.3234,Champion,2024-10,Wednesday,Loyalists,14,4142.6634
C00005,T0000035,11-11-2024,330.17,Champion,2024-11,Monday,Loyalists,14,4142.6634
C00005,T0000036,26-11-2024,419.86,Champion,2024-11,Tuesday,Loyalists,14,4142.6634
C00005,T0000037,22-11-2024,289.58,Champion,2024-11,Friday,Loyalists,14,4142.6634
C00005,T0000038,24-10-2024,395.44,Champion,2024-10,Thursday,Loyalists,14,4142.6634
C00005,T0000039,08-11-2024,288.08,Champion,2024-11,Friday,Loyalists,14,4142.6634
C00005,T0000040,23-11-2024,357.42,Champion,2024-11,Saturday,Loyalists,14,4142.6634
C00005,T0000041,08-11-2024,257.17,Champion,2024-11,Friday,Loyalists,14,4142.6634
C00005,T0000042,18-11-2024,297.88,Champion,2024-11,Monday,Loyalists,14,4142.6634
C00006,T0000043,15-11-2024,405.67,Champion,2024-11,Friday,Loyalists,15,5204.53
C00006,T0000044,02-12-2024,394.2,Champion,2024-12,Monday,Loyalists,15,5204.53
C00006,T0000045,07-12-2024,282.99,Champion,2024-12,Saturday,Loyalists,15,5204.53
C00006,T0000046,08-11-2024,258.58,Champion,2024-11,Friday,Loyalists,15,5204.53
C00006,T0000047,20-11-2024,292.95,Champion,2024-11,Wednesday,Loyalists,15,5204.53
C00006,T0000048,04-11-2024,434.77,Champion,2024-11,Monday,Loyalists,15,5204.53
C00006,T0000049,09-11-2024,447.51,Champion,2024-11,Saturday,Loyalists,15,5204.53
C00006,T0000050,01-12-2024,371.38,Champion,2024-12,Sunday,Loyalists,15,5204.53
C00006,T0000051,02-11-2024,321.74,Champion,2024-11,Saturday,Loyalists,15,5204.53
C00006,T0000052,15-12-2024,314.88,Champion,2024-12,Sunday,Loyalists,15,5204.53
C00006,T0000053,22-11-2024,384.85,Champion,2024-11,Friday,Loyalists,15,5204.53
C00006,T0000054,08-11-2024,311.67,Champion,2024-11,Friday,Loyalists,15,5204.53
C00006,T0000055,13-11-2024,153.92,Champion,2024-11,Wednesday,Loyalists,15,5204.53
C00006,T0000056,06-12-2024,208.61,Champion,2024-12,Friday,Loyalists,15,5204.53
C00006,T0000057,28-10-2024,380.6,Champion,2024-10,Monday,Loyalists,15,5204.53
C00006,T0000058,02-12-2024,240.21,Champion,2024-12,Monday,Loyalists,15,5204.53
C00007,T0000059,17-01-2024,32.78,Dormant,2024-01,Wednesday,Dormant,3,32.78
C00008,T0000060,30-08-2024,47.45,At-Risk,2024-08,Friday,At-Risk,8,382.58
C00008,T0000061,26-07-2024,62.22,At-Risk,2024-07,Friday,At-Risk,8,382.58
C00008,T0000062,07-07-2024,100.53,At-Risk,2024-07,Sunday,At-Risk,8,382.58
C00008,T0000063,02-09-2024,73.37,At-Risk,2024-09,Monday,At-Risk,8,382.58
C00008,T0000064,24-08-2024,99.01,At-Risk,2024-08,Saturday,At-Risk,8,382.58
C00009,T0000065,16-07-2024,121.36,At-Risk,2024-07,Tuesday,At-Risk,8,817.93
C00009,T0000066,15-08-2024,94.97,At-Risk,2024-08,Thursday,At-Risk,8,817.93
C00009,T0000067,06-08-2024,118.39,At-Risk,2024-08,Tuesday,At-Risk,8,817.93
C00009,T0000068,30-07-2024,148.49,At-Risk,2024-07,Tuesday,At-Risk,8,817.93
C00009,T0000069,21-07-2024,107.95,At-Risk,2024-07,Sunday,At-Risk,8,817.93
C00009,T0000070,07-08-2024,103.16,At-Risk,2024-08,Wednesday,At-Risk,8,817.93
C00009,T0000071,12-08-2024,123.61,At-Risk,2024-08,Monday,At-Risk,8,817.93
C00010,T0000072,02-11-2024,220.66,Champion,2024-11,Saturday,At-Risk,13,2445.4
C00010,T0000073,11-12-2024,249.37,Champion,2024-12,Wednesday,At-Risk,13,2445.4
C00010,T0000074,08-11-2024,171.04,Champion,2024-11,Friday,At-Risk,13,2445.4
C00010,T0000075,03-12-2024,237.67,Champion,2024-12,Tuesday,At-Risk,13,2445.4
C00010,T0000076,31-10-2024,269.38,Champion,2024-10,Thursday,At-Risk,13,2445.4
C00010,T0000077,14-12-2024,216.78,Champion,2024-12,Saturday,At-Risk,13,2445.4
C00010,T0000078,07-12-2024,325.16,Champion,2024-12,Saturday,At-Risk,13,2445.4
C00010,T0000079,25-11-2024,311.09,Champion,2024-11,Monday,At-Risk,13,2445.4
C00010,T0000080,19-11-2024,170.31,Champion,2024-11,Tuesday,At-Risk,13,2445.4
C00010,T0000081,30-10-2024,273.94,Champion,2024-10,Wednesday,At-Risk,13,2445.4
C00011,T0000082,18-03-2024,57.97,Dormant,2024-03,Monday,Dormant,3,57.97
C00012,T0000083,04-04-2024,32.01,Dormant,2024-04,Thursday,Dormant,3,37.01
C00012,T0000084,09-04-2024,5,Dormant,2024-04,Tuesday,Dormant,3,37.01
C00013,T0000085,11-11-2024,419.82,Champion,2024-11,Monday,Loyalists,14,4372.74
C00013,T0000086,11-12-2024,249.77,Champion,2024-12,Wednesday,Loyalists,14,4372.74
C00013,T0000087,19-10-2024,68.65,Champion,2024-10,Saturday,Loyalists,14,4372.74
C00013,T0000088,02-12-2024,287.28,Champion,2024-12,Monday,Loyalists,14,4372.74
C00013,T0000089,24-10-2024,228.57,Champion,2024-10,Thursday,Loyalists,14,4372.74
C00013,T0000090,13-11-2024,344.87,Champion,2024-11,Wednesday,Loyalists,14,4372.74
C00013,T0000091,09-11-2024,199.73,Champion,2024-11,Saturday,Loyalists,14,4372.74
C00013,T0000092,26-10-2024,347.64,Champion,2024-10,Saturday,Loyalists,14,4372.74
C00013,T0000093,08-11-2024,252.81,Champion,2024-11,Friday,Loyalists,14,4372.74
C00013,T0000094,01-12-2024,287.08,Champion,2024-12,Sunday,Loyalists,14,4372.74
C00013,T0000095,26-10-2024,250.01,Champion,2024-10,Saturday,Loyalists,14,4372.74
C00013,T0000096,06-12-2024,408.09,Champion,2024-12,Friday,Loyalists,14,4372.74
C00013,T0000097,21-11-2024,370.9,Champion,2024-11,Thursday,Loyalists,14,4372.74
C00013,T0000098,23-11-2024,396.97,Champion,2024-11,Saturday,Loyalists,14,4372.74
C00013,T0000099,13-12-2024,260.55,Champion,2024-12,Friday,Loyalists,14,4372.74
C00014,T0000100,08-11-2024,391.68,Champion,2024-11,Friday,Loyalists,15,5820.3334
C00014,T0000101,17-12-2024,237.81,Champion,2024-12,Tuesday,Loyalists,15,5820.3334
C00014,T0000102,22-11-2024,213.26,Champion,2024-11,Friday,Loyalists,15,5820.3334
C00014,T0000103,06-12-2024,465.3234,Champion,2024-12,Friday,Loyalists,15,5820.3334
C00014,T0000104,23-11-2024,280.58,Champion,2024-11,Saturday,Loyalists,15,5820.3334
C00014,T0000105,12-11-2024,148.8,Champion,2024-11,Tuesday,Loyalists,15,5820.3334
C00014,T0000106,19-11-2024,207.34,Champion,2024-11,Tuesday,Loyalists,15,5820.3334
C00014,T0000107,24-11-2024,165.47,Champion,2024-11,Sunday,Loyalists,15,5820.3334
C00014,T0000108,27-11-2024,376.62,Champion,2024-11,Wednesday,Loyalists,15,5820.3334
C00014,T0000109,12-11-2024,316.61,Champion,2024-11,Tuesday,Loyalists,15,5820.3334
C00014,T0000110,25-11-2024,434.75,Champion,2024-11,Monday,Loyalists,15,5820.3334
C00014,T0000111,29-11-2024,380,Champion,2024-11,Friday,Loyalists,15,5820.3334
C00014,T0000112,17-12-2024,241.18,Champion,2024-12,Tuesday,Loyalists,15,5820.3334
C00014,T0000113,14-12-2024,432.5,Champion,2024-12,Saturday,Loyalists,15,5820.3334
C00014,T0000114,28-11-2024,277.46,Champion,2024-11,Thursday,Loyalists,15,5820.3334
C00014,T0000115,20-11-2024,307.88,Champion,2024-11,Wednesday,Loyalists,15,5820.3334
C00014,T0000116,04-11-2024,295.53,Champion,2024-11,Monday,Loyalists,15,5820.3334
C00014,T0000117,17-11-2024,327.04,Champion,2024-11,Sunday,Loyalists,15,5820.3334
C00014,T0000118,27-10-2024,320.5,Champion,2024-10,Sunday,Loyalists,15,5820.3334
C00015,T0000119,01-12-2024,329.5,Champion,2024-12,Sunday,Loyalists,14,5102.41
C00015,T0000120,19-11-2024,178.49,Champion,2024-11,Tuesday,Loyalists,14,5102.41
C00015,T0000121,02-11-2024,89.54,Champion,2024-11,Saturday,Loyalists,14,5102.41
C00015,T0000122,16-11-2024,238.74,Champion,2024-11,Saturday,Loyalists,14,5102.41
C00015,T0000123,22-10-2024,297.24,Champion,2024-10,Tuesday,Loyalists,14,5102.41
C00015,T0000124,25-11-2024,379.21,Champion,2024-11,Monday,Loyalists,14,5102.41
C00015,T0000125,15-11-2024,282.63,Champion,2024-11,Friday,Loyalists,14,5102.41
C00015,T0000126,19-10-2024,317.85,Champion,2024-10,Saturday,Loyalists,14,5102.41
C00015,T0000127,01-12-2024,401,Champion,2024-12,Sunday,Loyalists,14,5102.41
C00015,T0000128,23-11-2024,301.03,Champion,2024-11,Saturday,Loyalists,14,5102.41
C00015,T0000129,01-12-2024,338.39,Champion,2024-12,Sunday,Loyalists,14,5102.41
C00015,T0000130,29-11-2024,391.69,Champion,2024-11,Friday,Loyalists,14,5102.41
C00015,T0000131,16-11-2024,292.16,Champion,2024-11,Saturday,Loyalists,14,5102.41
C00015,T0000132,01-11-2024,276.21,Champion,2024-11,Friday,Loyalists,14,5102.41
C00015,T0000133,10-11-2024,280.29,Champion,2024-11,Sunday,Loyalists,14,5102.41
C00015,T0000134,26-11-2024,287.78,Champion,2024-11,Tuesday,Loyalists,14,5102.41
C00015,T0000135,09-12-2024,420.66,Champion,2024-12,Monday,Loyalists,14,5102.41
C00016,T0000136,05-10-2024,149.54,Loyalist,2024-10,Saturday,At-Risk,12,1540.8
C00016,T0000137,16-11-2024,165.35,Loyalist,2024-11,Saturday,At-Risk,12,1540.8
C00016,T0000138,21-10-2024,145.06,Loyalist,2024-10,Monday,At-Risk,12,1540.8
C00016,T0000139,22-10-2024,198.78,Loyalist,2024-10,Tuesday,At-Risk,12,1540.8
C00016,T0000140,02-11-2024,163.92,Loyalist,2024-11,Saturday,At-Risk,12,1540.8
C00016,T0000141,21-10-2024,124.54,Loyalist,2024-10,Monday,At-Risk,12,1540.8
C00016,T0000142,15-11-2024,145.11,Loyalist,2024-11,Friday,At-Risk,12,1540.8
C00016,T0000143,20-10-2024,94.6,Loyalist,2024-10,Sunday,At-Risk,12,1540.8
C00016,T0000144,22-10-2024,59.77,Loyalist,2024-10,Tuesday,At-Risk,12,1540.8
C00016,T0000145,10-10-2024,131.53,Loyalist,2024-10,Thursday,At-Risk,12,1540.8
C00016,T0000146,27-10-2024,162.6,Loyalist,2024-10,Sunday,At-Risk,12,1540.8
C00017,T0000147,18-06-2024,103.05,At-Risk,2024-06,Tuesday,Dormant,5,195.63
C00017,T0000148,27-05-2024,92.58,At-Risk,2024-05,Monday,Dormant,5,195.63
C00018,T0000149,26-10-2024,154.49,Loyalist,2024-10,Saturday,At-Risk,6,353.13
C00018,T0000150,01-11-2024,198.64,Loyalist,2024-11,Friday,At-Risk,6,353.13
C00019,T0000151,09-10-2024,64.64,Loyalist,2024-10,Wednesday,At-Risk,11,976.92
C00019,T0000152,19-11-2024,184.39,Loyalist,2024-11,Tuesday,At-Risk,11,976.92
C00019,T0000153,14-10-2024,232.04,Loyalist,2024-10,Monday,At-Risk,11,976.92
C00019,T0000154,04-11-2024,97.68,Loyalist,2024-11,Monday,At-Risk,11,976.92
C00019,T0000155,31-10-2024,42.53,Loyalist,2024-10,Thursday,At-Risk,11,976.92
C00019,T0000156,11-10-2024,64.76,Loyalist,2024-10,Friday,At-Risk,11,976.92
C00019,T0000157,04-10-2024,153.7,Loyalist,2024-10,Friday,At-Risk,11,976.92
C00019,T0000158,12-10-2024,137.18,Loyalist,2024-10,Saturday,At-Risk,11,976.92
C00020,T0000159,19-07-2024,15.63,At-Risk,2024-07,Friday,Dormant,4,92.81
C00020,T0000160,02-08-2024,77.18,At-Risk,2024-08,Friday,Dormant,4,92.81
C00021,T0000161,18-11-2024,168.6,Champion,2024-11,Monday,Loyalists,15,3978.57
C00021,T0000162,05-12-2024,325.96,Champion,2024-12,Thursday,Loyalists,15,3978.57
C00021,T0000163,07-12-2024,155.69,Champion,2024-12,Saturday,Loyalists,15,3978.57
C00021,T0000164,15-11-2024,205.92,Champion,2024-11,Friday,Loyalists,15,3978.57
C00021,T0000165,16-11-2024,273.17,Champion,2024-11,Saturday,Loyalists,15,3978.57
C00021,T0000166,29-11-2024,299.56,Champion,2024-11,Friday,Loyalists,15,3978.57
C00021,T0000167,30-11-2024,394.28,Champion,2024-11,Saturday,Loyalists,15,3978.57
C00021,T0000168,25-11-2024,319.54,Champion,2024-11,Monday,Loyalists,15,3978.57
C00021,T0000169,10-12-2024,178.31,Champion,2024-12,Tuesday,Loyalists,15,3978.57
C00021,T0000170,19-12-2024,322.13,Champion,2024-12,Thursday,Loyalists,15,3978.57
C00021,T0000171,12-12-2024,300.68,Champion,2024-12,Thursday,Loyalists,15,3978.57
C00021,T0000172,06-12-2024,402.93,Champion,2024-12,Friday,Loyalists,15,3978.57
C00021,T0000173,19-11-2024,251.2,Champion,2024-11,Tuesday,Loyalists,15,3978.57
C00021,T0000174,01-12-2024,174.96,Champion,2024-12,Sunday,Loyalists,15,3978.57
C00021,T0000175,25-10-2024,205.64,Champion,2024-10,Friday,Loyalists,15,3978.57
C00022,T0000176,27-11-2024,203.66,Loyalist,2024-11,Wednesday,At-Risk,13,1099.29
C00022,T0000177,23-12-2024,122.66,Loyalist,2024-12,Monday,At-Risk,13,1099.29
C00022,T0000178,03-12-2024,151.26,Loyalist,2024-12,Tuesday,At-Risk,13,1099.29
C00022,T0000179,07-11-2024,72.84,Loyalist,2024-11,Thursday,At-Risk,13,1099.29
C00022,T0000180,26-10-2024,5,Loyalist,2024-10,Saturday,At-Risk,13,1099.29
C00022,T0000181,08-11-2024,179.57,Loyalist,2024-11,Friday,At-Risk,13,1099.29
C00022,T0000182,22-11-2024,203.77,Loyalist,2024-11,Friday,At-Risk,13,1099.29
C00022,T0000183,15-11-2024,160.53,Loyalist,2024-11,Friday,At-Risk,13,1099.29
C00023,T0000184,07-11-2024,231.58,Loyalist,2024-11,Thursday,At-Risk,9,950.11
C00023,T0000185,08-11-2024,181.1,Loyalist,2024-11,Friday,At-Risk,9,950.11
C00023,T0000186,10-10-2024,145.41,Loyalist,2024-10,Thursday,At-Risk,9,950.11
C00023,T0000187,06-11-2024,105.61,Loyalist,2024-11,Wednesday,At-Risk,9,950.11
C00023,T0000188,17-09-2024,117.56,Loyalist,2024-09,Tuesday,At-Risk,9,950.11
C00023,T0000189,25-09-2024,168.85,Loyalist,2024-09,Wednesday,At-Risk,9,950.11
C00024,T0000190,07-11-2024,186.05,Loyalist,2024-11,Thursday,At-Risk,12,1427.09
C00024,T0000191,25-11-2024,133.59,Loyalist,2024-11,Monday,At-Risk,12,1427.09
C00024,T0000192,15-10-2024,122.82,Loyalist,2024-10,Tuesday,At-Risk,12,1427.09
C00024,T0000193,10-10-2024,111.9,Loyalist,2024-10,Thursday,At-Risk,12,1427.09
C00024,T0000194,07-11-2024,132.14,Loyalist,2024-11,Thursday,At-Risk,12,1427.09
C00024,T0000195,12-11-2024,137.77,Loyalist,2024-11,Tuesday,At-Risk,12,1427.09
C00024,T0000196,03-11-2024,170.63,Loyalist,2024-11,Sunday,At-Risk,12,1427.09
C00024,T0000197,27-10-2024,119.88,Loyalist,2024-10,Sunday,At-Risk,12,1427.09
C00024,T0000198,15-11-2024,153.94,Loyalist,2024-11,Friday,At-Risk,12,1427.09
C00024,T0000199,16-10-2024,158.37,Loyalist,2024-10,Wednesday,At-Risk,12,1427.09
C00025,T0000200,07-10-2024,138.08,At-Risk,2024-10,Monday,At-Risk,6,138.08
C00026,T0000201,15-11-2024,383.24,Champion,2024-11,Friday,Loyalists,15,4965.28
C00026,T0000202,30-10-2024,299.68,Champion,2024-10,Wednesday,Loyalists,15,4965.28
C00026,T0000203,09-11-2024,280.07,Champion,2024-11,Saturday,Loyalists,15,4965.28
C00026,T0000204,27-10-2024,242.38,Champion,2024-10,Sunday,Loyalists,15,4965.28
C00026,T0000205,09-12-2024,177.83,Champion,2024-12,Monday,Loyalists,15,4965.28
C00026,T0000206,10-12-2024,273.39,Champion,2024-12,Tuesday,Loyalists,15,4965.28
C00026,T0000207,22-11-2024,401.41,Champion,2024-11,Friday,Loyalists,15,4965.28
C00026,T0000208,21-12-2024,314.33,Champion,2024-12,Saturday,Loyalists,15,4965.28
C00026,T0000209,03-11-2024,335.41,Champion,2024-11,Sunday,Loyalists,15,4965.28
C00026,T0000210,21-12-2024,297.66,Champion,2024-12,Saturday,Loyalists,15,4965.28
C00026,T0000211,07-12-2024,238.57,Champion,2024-12,Saturday,Loyalists,15,4965.28
C00026,T0000212,17-12-2024,343.17,Champion,2024-12,Tuesday,Loyalists,15,4965.28
C00026,T0000213,14-12-2024,271.88,Champion,2024-12,Saturday,Loyalists,15,4965.28
C00026,T0000214,15-11-2024,220.6,Champion,2024-11,Friday,Loyalists,15,4965.28
C00026,T0000215,05-12-2024,374.72,Champion,2024-12,Thursday,Loyalists,15,4965.28
C00026,T0000216,19-12-2024,208.63,Champion,2024-12,Thursday,Loyalists,15,4965.28
C00026,T0000217,16-11-2024,302.31,Champion,2024-11,Saturday,Loyalists,15,4965.28
C00027,T0000218,04-07-2024,54.51,At-Risk,2024-07,Thursday,At-Risk,5,198.91
C00027,T0000219,18-06-2024,144.4,At-Risk,2024-06,Tuesday,At-Risk,5,198.91
C00028,T0000220,30-08-2024,46.26,At-Risk,2024-08,Friday,At-Risk,8,653.69
C00028,T0000221,16-07-2024,109.93,At-Risk,2024-07,Tuesday,At-Risk,8,653.69
C00028,T0000222,30-07-2024,62.02,At-Risk,2024-07,Tuesday,At-Risk,8,653.69
C00028,T0000223,06-08-2024,118.34,At-Risk,2024-08,Tuesday,At-Risk,8,653.69
C00028,T0000224,22-07-2024,83.4,At-Risk,2024-07,Monday,At-Risk,8,653.69
C00028,T0000225,22-07-2024,133.31,At-Risk,2024-07,Monday,At-Risk,8,653.69
C00028,T0000226,10-07-2024,100.43,At-Risk,2024-07,Wednesday,At-Risk,8,653.69
C00029,T0000227,09-12-2024,226.19,Champion,2024-12,Monday,Loyalists,15,4227.9
C00029,T0000228,27-10-2024,118.45,Champion,2024-10,Sunday,Loyalists,15,4227.9
C00029,T0000229,29-10-2024,226.06,Champion,2024-10,Tuesday,Loyalists,15,4227.9
C00029,T0000230,06-12-2024,310.44,Champion,2024-12,Friday,Loyalists,15,4227.9
C00029,T0000231,15-12-2024,163.32,Champion,2024-12,Sunday,Loyalists,15,4227.9
C00029,T0000232,30-10-2024,455.87,Champion,2024-10,Wednesday,Loyalists,15,4227.9
C00029,T0000233,18-11-2024,382.01,Champion,2024-11,Monday,Loyalists,15,4227.9
C00029,T0000234,19-12-2024,142.73,Champion,2024-12,Thursday,Loyalists,15,4227.9
C00029,T0000235,11-11-2024,293.37,Champion,2024-11,Monday,Loyalists,15,4227.9
C00029,T0000236,20-11-2024,264.02,Champion,2024-11,Wednesday,Loyalists,15,4227.9
C00029,T0000237,06-12-2024,312.27,Champion,2024-12,Friday,Loyalists,15,4227.9
C00029,T0000238,27-11-2024,155.68,Champion,2024-11,Wednesday,Loyalists,15,4227.9
C00029,T0000239,07-11-2024,338.56,Champion,2024-11,Thursday,Loyalists,15,4227.9
C00029,T0000240,11-12-2024,259.73,Champion,2024-12,Wednesday,Loyalists,15,4227.9
C00029,T0000241,06-11-2024,230.83,Champion,2024-11,Wednesday,Loyalists,15,4227.9
C00029,T0000242,16-12-2024,348.37,Champion,2024-12,Monday,Loyalists,15,4227.9
C00030,T0000243,14-08-2024,170.92,At-Risk,2024-08,Wednesday,At-Risk,8,414.6
C00030,T0000244,03-09-2024,153.79,At-Risk,2024-09,Tuesday,At-Risk,8,414.6
C00030,T0000245,30-08-2024,89.89,At-Risk,2024-08,Friday,At-Risk,8,414.6
C00031,T0000246,22-11-2024,299.8,Champion,2024-11,Friday,Loyalists,15,6851.76
C00031,T0000247,21-12-2024,389.3,Champion,2024-12,Saturday,Loyalists,15,6851.76
C00031,T0000248,16-12-2024,332.27,Champion,2024-12,Monday,Loyalists,15,6851.76
C00031,T0000249,13-12-2024,238.26,Champion,2024-12,Friday,Loyalists,15,6851.76
C00031,T0000250,08-12-2024,110.27,Champion,2024-12,Sunday,Loyalists,15,6851.76
C00031,T0000251,02-11-2024,463.37,Champion,2024-11,Saturday,Loyalists,15,6851.76
C00031,T0000252,26-12-2024,371.1,Champion,2024-12,Thursday,Loyalists,15,6851.76
C00031,T0000253,16-11-2024,328.9,Champion,2024-11,Saturday,Loyalists,15,6851.76
C00031,T0000254,11-12-2024,246.65,Champion,2024-12,Wednesday,Loyalists,15,6851.76
C00031,T0000255,03-11-2024,315.83,Champion,2024-11,Sunday,Loyalists,15,6851.76
C00031,T0000256,16-11-2024,267.5,Champion,2024-11,Saturday,Loyalists,15,6851.76
C00031,T0000257,23-11-2024,250.65,Champion,2024-11,Saturday,Loyalists,15,6851.76
C00031,T0000258,26-12-2024,311.67,Champion,2024-12,Thursday,Loyalists,15,6851.76
C00031,T0000259,16-12-2024,346.82,Champion,2024-12,Monday,Loyalists,15,6851.76
C00031,T0000260,29-11-2024,250.13,Champion,2024-11,Friday,Loyalists,15,6851.76
C00031,T0000261,22-12-2024,327.07,Champion,2024-12,Sunday,Loyalists,15,6851.76
C00031,T0000262,02-12-2024,282.17,Champion,2024-12,Monday,Loyalists,15,6851.76
C00031,T0000263,22-11-2024,319.38,Champion,2024-11,Friday,Loyalists,15,6851.76
C00031,T0000264,27-12-2024,416.69,Champion,2024-12,Friday,Loyalists,15,6851.76
C00031,T0000265,02-12-2024,285.47,Champion,2024-12,Monday,Loyalists,15,6851.76
C00031,T0000266,09-11-2024,160.85,Champion,2024-11,Saturday,Loyalists,15,6851.76
C00031,T0000267,29-12-2024,215.8,Champion,2024-12,Sunday,Loyalists,15,6851.76
C00031,T0000268,04-12-2024,321.81,Champion,2024-12,Wednesday,Loyalists,15,6851.76
C00032,T0000269,17-11-2024,383.92,Champion,2024-11,Sunday,Loyalists,14,3326.28
C00032,T0000270,21-11-2024,366.83,Champion,2024-11,Thursday,Loyalists,14,3326.28
C00032,T0000271,09-11-2024,238.9,Champion,2024-11,Saturday,Loyalists,14,3326.28
C00032,T0000272,14-11-2024,190.92,Champion,2024-11,Thursday,Loyalists,14,3326.28
C00032,T0000273,20-12-2024,333.55,Champion,2024-12,Friday,Loyalists,14,3326.28
C00032,T0000274,04-12-2024,311.31,Champion,2024-12,Wednesday,Loyalists,14,3326.28
C00032,T0000275,12-12-2024,246.84,Champion,2024-12,Thursday,Loyalists,14,3326.28
C00032,T0000276,17-12-2024,290.74,Champion,2024-12,Tuesday,Loyalists,14,3326.28
C00032,T0000277,14-11-2024,391.17,Champion,2024-11,Thursday,Loyalists,14,3326.28
C00032,T0000278,21-11-2024,188.83,Champion,2024-11,Thursday,Loyalists,14,3326.28
C00032,T0000279,29-10-2024,383.27,Champion,2024-10,Tuesday,Loyalists,14,3326.28
C00033,T0000280,29-12-2023,42.98,Dormant,2023-12,Friday,Dormant,3,42.98
C00034,T0000281,29-11-2023,28.28,Dormant,2023-11,Wednesday,Dormant,3,28.28
C00035,T0000282,28-12-2023,34.77,Dormant,2023-12,Thursday,Dormant,3,34.77
C00036,T0000283,21-10-2024,155.44,Loyalist,2024-10,Monday,At-Risk,10,744.39
C00036,T0000284,24-11-2024,60.94,Loyalist,2024-11,Sunday,At-Risk,10,744.39
C00036,T0000285,06-11-2024,38.48,Loyalist,2024-11,Wednesday,At-Risk,10,744.39
C00036,T0000286,25-11-2024,199.79,Loyalist,2024-11,Monday,At-Risk,10,744.39
C00036,T0000287,30-09-2024,176.47,Loyalist,2024-09,Monday,At-Risk,10,744.39
C00036,T0000288,29-09-2024,113.27,Loyalist,2024-09,Sunday,At-Risk,10,744.39
C00037,T0000289,20-12-2024,398.83,Champion,2024-12,Friday,At-Risk,11,1450.6634
C00037,T0000290,07-11-2024,281.37,Champion,2024-11,Thursday,At-Risk,11,1450.6634
C00037,T0000291,02-11-2024,305.14,Champion,2024-11,Saturday,At-Risk,11,1450.6634
